,incident_number,year,recovery_date,ucr_category,firearm_category,firearm_subcategory,firearm_manufacturer,firearm_model,firearm_caliber,address_geocode_type,block_address,street_address,city,state,zipcode,longitude,latitude,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,confidence
207,80-17-009719,2017,2017-02-03,Narcotics,Pistol,Semi-Automatic,"Glock,_Inc.",Model_23/23C_(4,40C,BLOCK,4200 Block Glen Hill Manor Dr,4200_Glen_Hill_Manor_Dr,Louisville,KY,40272,-85.855395,38.092690000000005,Black,M,22.0,1.0
208,80-17-009901,2017,2017-02-03,Shoplifting,Pistol,Semi-Automatic,Taurus_Internat,Model_Pt111,9MM,BLOCK,4200 Block Outer Loop,4200_Outer_Loop,Louisville,KY,40219,-85.682551,38.137211,Black,M,22.0,1.0
209,80-17-009709,2017,2017-02-03,Wpns_Law_Violation,Rifle,Semi-Automatic,Itm_Arms_Company,,762M,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,21.0,1.0
211,80-17-009709,2017,2017-02-03,Wpns_Law_Violation,Pistol,Revolver,Rossi_-_Amadeo_Rossi_&_Co,.38_Spl_Revolve,38C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,21.0,1.0
213,80-17-009971,2017,2017-02-03,Intimidation,,,Ruby_Arms_Co.,None,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,20.0,1.0
214,80-17-009699,2017,2017-02-03,Wpns_Law_Violation,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",,40C,BLOCK,6600 Block Stana Dr,6600_Stana_Dr,Louisville,KY,40258,-85.869227,38.15811,Black,M,41.0,0.728
216,80-17-009699,2017,2017-02-03,Wpns_Law_Violation,Pistol,Semi-Automatic,"Fnh_Usa,_Llc",,57,BLOCK,6600 Block Stana Dr,6600_Stana_Dr,Louisville,KY,40258,-85.869227,38.15811,Black,M,41.0,0.728
218,80-17-009725,2017,2017-02-03,Wpns_Law_Violation,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,45C,,Dr W J Hodge St / W Kentucky St,,Louisville,KY,40210,,,White,M,21.0,
219,80-17-010093,2017,2017-02-03,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",,40C,,S 30Th St / W Madison St,,Louisville,KY,40211,,,Black,M,26.0,
220,80-17-009520,2017,2017-02-02,Wpns_Law_Violation,Pistol,Revolver,Harrington_&_Richardson,,32C,BLOCK,1000 Block Fairdale Rd,1000_Fairdale_Rd,Louisville,KY,40118,-85.75766,38.10555,Hispanic,M,17.0,0.528
221,80-17-009384,2017,2017-02-02,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_19/19C_(9,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,,-85.761323,38.253961,Black,M,21.0,1.0
222,80-17-009695,2017,2017-02-02,Stolen_Property,,,Davis_Industries,Davis_Industrie,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,27.0,1.0
224,80-17-009695,2017,2017-02-02,Stolen_Property,,,"Keltec,_Cnc_Industries,_Inc",P-11,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,27.0,1.0
226,80-17-009429,2017,2017-02-02,Simple_Assault,Pistol,Semi-Automatic,Hipoint,,,BLOCK,700 Block Sutcliffe Ave,700_Sutcliffe_Ave,Louisville,KY,40211,-85.812043,38.24671,Black,M,24.0,0.728
227,80-17-009663,2017,2017-02-02,Intimidation,Pistol,Semi-Automatic,"Keltec,_Cnc_Industries,_Inc",Pf-9,9MM,,S 28Th St / Magazine St,,Louisville,KY,40211,,,Black,M,21.0,
228,80-17-007103,2017,2017-02-01,Theft_Other,Pistol,Revolver,Smith_&_Wesson,Revoler:_Model,,BLOCK,5000 Block Belmont Ave,5000_Belmont_Ave,Louisville,KY,40258,-85.84956700000001,38.139182,White,M,59.0,1.0
230,80-17-007103,2017,2017-02-01,Theft_Other,Pistol,Revolver,Smith_&_Wesson,,38C,BLOCK,5000 Block Belmont Ave,5000_Belmont_Ave,Louisville,KY,40258,-85.84956700000001,38.139182,White,M,59.0,1.0
232,80-17-009251,2017,2017-02-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,C9,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,19.0,1.0
233,80-17-009273,2017,2017-02-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Beretta_(Industria_S.A.),Mod_21A,22C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,28.0,1.0
234,80-17-009112,2017,2017-02-01,Narcotics,Pistol,Revolver,,,22C,BLOCK,6200 Block Barley Ave,6200_Barley_Ave,Louisville,KY,40218,-85.645151,38.178948999999996,Black,M,64.0,1.0
235,80-17-009128,2017,2017-02-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Norinco,,45C,,W Jefferson St / Roy Wilkins Ave,,Louisville,KY,40203,,,White,F,19.0,
236,80-17-009128,2017,2017-02-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Masterpiece_Arms,,9MM,,W Jefferson St / Roy Wilkins Ave,,Louisville,KY,40203,,,Black,F,19.0,
237,80-17-009059,2017,2017-01-31,Stolen_Property,Pistol,Semi-Automatic,Taurus_International,,40C,BLOCK,1000 Block King Arthur Ln,600_Lyndon_Ln,St_Matthews,KY,40222,-85.604422,38.258829,White,M,40.0,0.919
241,80-17-009059,2017,2017-01-31,Stolen_Property,Pistol,Semi-Automatic,Taurus_International,,40C,BLOCK,1000 Block King Arthur Ln,1000_King_Arthur_Ln,St_Matthews,KY,40222,-85.613419,38.266318,White,M,40.0,0.728
242,80-17-009059,2017,2017-01-31,Stolen_Property,Pistol,Derringer,,,22C,BLOCK,600 Block Lyndon Ln,600_Lyndon_Ln,Louisville,KY,40222,-85.604422,38.258829,White,M,40.0,0.919
246,80-17-009059,2017,2017-01-31,Stolen_Property,Pistol,Derringer,,,22C,BLOCK,600 Block Lyndon Ln,1000_King_Arthur_Ln,Louisville,KY,40222,-85.613419,38.266318,White,M,40.0,0.728
247,80-17-009059,2017,2017-01-31,Stolen_Property,Pistol,Semi-Automatic,Springfield_Firearms_Corporation,,9MM,BLOCK,600 Block Lyndon Ln,600_Lyndon_Ln,Louisville,KY,40222,-85.604422,38.258829,White,M,40.0,0.919
251,80-17-009059,2017,2017-01-31,Stolen_Property,Pistol,Semi-Automatic,Springfield_Firearms_Corporation,,9MM,BLOCK,600 Block Lyndon Ln,1000_King_Arthur_Ln,Louisville,KY,40222,-85.613419,38.266318,White,M,40.0,0.728
252,80-17-009059,2017,2017-01-31,Stolen_Property,Pistol,Semi-Automatic,Taurus_International,,380C,BLOCK,600 Block Lyndon Ln,600_Lyndon_Ln,Louisville,KY,40222,-85.604422,38.258829,White,M,40.0,0.919
256,80-17-009059,2017,2017-01-31,Stolen_Property,Pistol,Semi-Automatic,Taurus_International,,380C,BLOCK,600 Block Lyndon Ln,1000_King_Arthur_Ln,Louisville,KY,40222,-85.613419,38.266318,White,M,40.0,0.728
257,80-17-009059,2017,2017-01-31,Stolen_Property,Shotgun,Pump_Action,Harrington_&_Richardson,,410G,BLOCK,600 Block Lyndon Ln,600_Lyndon_Ln,Louisville,KY,40222,-85.604422,38.258829,White,M,40.0,0.919
261,80-17-009059,2017,2017-01-31,Stolen_Property,Shotgun,Pump_Action,Harrington_&_Richardson,,410G,BLOCK,600 Block Lyndon Ln,1000_King_Arthur_Ln,Louisville,KY,40222,-85.613419,38.266318,White,M,40.0,0.728
262,80-17-008889,2017,2017-01-31,Kidnapping_Only,Pistol,Semi-Automatic,Smith_&_Wesson,,380C,BLOCK,1500 Block Bellamy Pl,1500_Bellamy_Pl,Louisville,KY,40208,-85.769615,38.223945,Black,M,20.0,0.528
263,80-17-009006,2017,2017-01-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Jennings_Firearms,,9MM,BLOCK,1600 Block Brashear Dr,1600_Brashear_Dr,Louisville,KY,40210,-85.776724,38.226015000000004,Black,M,17.0,0.528
264,80-17-008852,2017,2017-01-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,Lc9,9MM,BLOCK,2000 Block Lytle St,2000_Lytle_St,Louisville,KY,40203,-85.780022,38.264621999999996,White,M,38.0,0.528
267,80-17-008852,2017,2017-01-31,Wpns_Law_Violation,Rifle,Bolt_Action,,,22C,BLOCK,2000 Block Lytle St,2000_Lytle_St,Louisville,KY,40203,-85.780022,38.264621999999996,White,M,38.0,0.528
270,80-17-008852,2017,2017-01-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Taurus_International,Model_Pt111,9MM,BLOCK,2000 Block Lytle St,2000_Lytle_St,Louisville,KY,40203,-85.780022,38.264621999999996,White,M,38.0,0.528
273,80-17-008497,2017,2017-01-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Glock_Gmbh,41_Gen_4,45C,BLOCK,2700 Block S 6Th St,2700_S_6th_St,Louisville,KY,40208,-85.768077,38.208742,Black,M,26.0,0.528
275,80-17-008497,2017,2017-01-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Glock_Gmbh,41_Gen_4,45C,BLOCK,2700 Block S 6Th St,600_Industry_Rd,Louisville,KY,40208,-85.77323299999999,38.218888,Black,M,26.0,1.0
277,80-17-008497,2017,2017-01-31,Wpns_Law_Violation,Shotgun,Pump_Action,Winchester,,20GA,BLOCK,600 Block Industry Rd,2700_S_6th_St,Louisville,KY,40208,-85.768077,38.208742,Black,M,26.0,0.528
279,80-17-008497,2017,2017-01-31,Wpns_Law_Violation,Shotgun,Pump_Action,Winchester,,20GA,BLOCK,600 Block Industry Rd,600_Industry_Rd,Louisville,KY,40208,-85.77323299999999,38.218888,Black,M,26.0,1.0
281,80-17-008497,2017,2017-01-30,Wpns_Law_Violation,Pistol,Semi-Automatic,Jennings_Firear,Jennings_Firear,9MM,BLOCK,2700 Block S 6Th St,2700_S_6th_St,Louisville,KY,40208,-85.768077,38.208742,Black,M,26.0,0.528
283,80-17-008497,2017,2017-01-30,Wpns_Law_Violation,Pistol,Semi-Automatic,Jennings_Firear,Jennings_Firear,9MM,BLOCK,2700 Block S 6Th St,600_Industry_Rd,Louisville,KY,40208,-85.77323299999999,38.218888,Black,M,26.0,1.0
285,80-17-008497,2017,2017-01-30,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Glock_W/_Diffen,380C,BLOCK,2700 Block S 6Th St,2700_S_6th_St,Louisville,KY,40208,-85.768077,38.208742,Black,M,26.0,0.528
287,80-17-008497,2017,2017-01-30,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Glock_W/_Diffen,380C,BLOCK,2700 Block S 6Th St,600_Industry_Rd,Louisville,KY,40208,-85.77323299999999,38.218888,Black,M,26.0,1.0
289,80-17-009087,2017,2017-01-31,Stolen_Property,Pistol,Semi-Automatic,Parabellum,,9MM,BLOCK,4300 Block Charlotte Ann Dr,4300_Charlotte_Ann_Dr,Louisville,KY,40216,-85.84145,38.192726,Black,M,20.0,0.528
291,80-17-009087,2017,2017-01-31,Stolen_Property,Pistol,Revolver,Rg_Industries,,22C,BLOCK,4300 Block Charlotte Ann Dr,4300_Charlotte_Ann_Dr,Louisville,KY,40216,-85.84145,38.192726,Black,M,20.0,0.528
293,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,Pistol,Revolver,Smith_&_Wesson,,32C,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
298,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,Pistol,Revolver,Harrington_&_Ri,,,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
299,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,,,Harrington_&_Ri,,,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
300,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,Rifle,Single-Shot,Harrington_&_Ri,,,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
303,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,Rifle,Single-Shot,Colt,,22C,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
308,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,Pistol,Revolver,,,32C,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
313,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,Pistol,Revolver,Crossman_Arms_C,,,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
314,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,,,Crossman_Arms_C,,,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
315,80-17-008918,2017,2017-01-31,Wpns_Law_Violation,Rifle,Single-Shot,Crossman_Arms_C,,,BLOCK,5300 Block Cedrus Cir,5300_Cedrus_Cir,Louisville,KY,40213,-85.67213000000001,38.174196,Black,M,43.0,1.0
318,80-17-008846,2017,2017-01-31,All_Other_Offenses,Pistol,Semi-Automatic,Sig-Sauer,Sig_Pro_2009,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,,-85.761323,38.253961,Black,M,25.0,1.0
319,80-17-008851,2017,2017-01-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Lorcin_Engineer,,380C,,Berry Blvd / Taylor Blvd,,Louisville,KY,40215,,,Black,M,19.0,
320,80-17-009069,2017,2017-01-31,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,,,,Dixie Hwy / Rockford Ln,,Louisville,KY,,,,Black,M,34.0,
321,80-17-008660,2017,2017-01-30,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,,9MM,BLOCK,0 Block Colonial Oaks Ct,0_Colonial_Oaks_Ct,Louisville,KY,,-85.760271,38.174524,,M,38.0,0.528
322,80-17-008795,2017,2017-01-30,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_26_(9Mm),9MM,BLOCK,3600 Block Blk Vermont Ave,3600_Blk_Vermont_Ave,Louisville,KY,,-85.783472,38.194041,Black,M,20.0,0.907
324,80-17-008795,2017,2017-01-30,Wpns_Law_Violation,Pistol,Semi-Automatic,,,9MM,BLOCK,3600 Block Blk Vermont Ave,3600_Blk_Vermont_Ave,Louisville,KY,,-85.783472,38.194041,Black,M,20.0,0.907
326,80-17-008698,2017,2017-01-30,Stolen_Property,Pistol,Semi-Automatic,Llama_(Gabilondo_&_Cia),Especial,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,White,M,45.0,1.0
327,80-17-008567,2017,2017-01-30,Narcotics,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",,45C,,S 26Th St / W Broadway,,Louisville,KY,40211,,,Black,M,27.0,
328,80-16-063564,2017,2017-01-29,Burglary,Shotgun,Semi-Automatic,,,,BLOCK,1100 Block Larchmont Ave,11500_Frankfort_Ave,Louisville,KY,40215,-85.70275600000001,38.253079,Black,M,19.0,0.728
329,80-16-063564,2017,2017-01-29,Burglary,Shotgun,Semi-Automatic,,,,BLOCK,1100 Block Larchmont Ave,1100_Larchmont_Ave,Louisville,KY,40215,-85.77873100000001,38.207215000000005,Black,M,19.0,0.528
336,80-16-063564,2017,2017-01-29,Burglary,Pistol,Revolver,Smith_&_Wesson,10-Oct,38C,BLOCK,1100 Block Larchmont Ave,11500_Frankfort_Ave,Louisville,KY,40215,-85.70275600000001,38.253079,Black,M,19.0,0.728
337,80-16-063564,2017,2017-01-29,Burglary,Pistol,Revolver,Smith_&_Wesson,10-Oct,38C,BLOCK,1100 Block Larchmont Ave,1100_Larchmont_Ave,Louisville,KY,40215,-85.77873100000001,38.207215000000005,Black,M,19.0,0.528
344,80-16-063564,2017,2017-01-29,Burglary,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,9MM,BLOCK,1100 Block Larchmont Ave,11500_Frankfort_Ave,Louisville,KY,40215,-85.70275600000001,38.253079,Black,M,19.0,0.728
345,80-16-063564,2017,2017-01-29,Burglary,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,9MM,BLOCK,1100 Block Larchmont Ave,1100_Larchmont_Ave,Louisville,KY,40215,-85.77873100000001,38.207215000000005,Black,M,19.0,0.528
352,80-16-063564,2017,2017-01-29,Burglary,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,40C,BLOCK,1100 Block Larchmont Ave,11500_Frankfort_Ave,Louisville,KY,40215,-85.70275600000001,38.253079,Black,M,19.0,0.728
353,80-16-063564,2017,2017-01-29,Burglary,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,40C,BLOCK,1100 Block Larchmont Ave,1100_Larchmont_Ave,Louisville,KY,40215,-85.77873100000001,38.207215000000005,Black,M,19.0,0.528
360,80-16-063564,2017,2017-01-29,Burglary,Rifle,Semi-Automatic,,Sks,762M,BLOCK,1100 Block Larchmont Ave,11500_Frankfort_Ave,Louisville,KY,40215,-85.70275600000001,38.253079,Black,M,19.0,0.728
361,80-16-063564,2017,2017-01-29,Burglary,Rifle,Semi-Automatic,,Sks,762M,BLOCK,1100 Block Larchmont Ave,1100_Larchmont_Ave,Louisville,KY,40215,-85.77873100000001,38.207215000000005,Black,M,19.0,0.528
368,80-16-063564,2016,2016-07-29,Burglary,,,"Remington_Arms_Co.,_Inc.",Shotgun:_Model,12GA,BLOCK,11500 Block Frankfort Ave,11500_Frankfort_Ave,Louisville,KY,,-85.70275600000001,38.253079,,,,0.728
369,80-16-063564,2016,2016-07-29,Burglary,Shotgun,Semi-Automatic,"Remington_Arms_Co.,_Inc.",Shotgun:_Model,12GA,BLOCK,11500 Block Frankfort Ave,1100_Larchmont_Ave,Louisville,KY,,-85.77873100000001,38.207215000000005,,,19.0,0.528
370,80-16-063564,2016,2016-07-29,Burglary,Pistol,Revolver,"Remington_Arms_Co.,_Inc.",Shotgun:_Model,12GA,BLOCK,11500 Block Frankfort Ave,1100_Larchmont_Ave,Louisville,KY,,-85.77873100000001,38.207215000000005,,,19.0,0.528
371,80-16-063564,2016,2016-07-29,Burglary,Pistol,Semi-Automatic,"Remington_Arms_Co.,_Inc.",Shotgun:_Model,12GA,BLOCK,11500 Block Frankfort Ave,11500_Frankfort_Ave,Louisville,KY,,-85.70275600000001,38.253079,,,,0.728
372,80-16-063564,2016,2016-07-29,Burglary,Pistol,Semi-Automatic,"Remington_Arms_Co.,_Inc.",Shotgun:_Model,12GA,BLOCK,11500 Block Frankfort Ave,1100_Larchmont_Ave,Louisville,KY,,-85.77873100000001,38.207215000000005,,,19.0,0.528
375,80-16-063564,2016,2016-07-29,Burglary,Rifle,Semi-Automatic,"Remington_Arms_Co.,_Inc.",Shotgun:_Model,12GA,BLOCK,11500 Block Frankfort Ave,1100_Larchmont_Ave,Louisville,KY,,-85.77873100000001,38.207215000000005,,,19.0,0.528
376,80-16-063564,2016,2016-07-29,Burglary,Pistol,Semi-Automatic,Kimber,Carry_Series,45C,BLOCK,11500 Block Frankfort Ave,11500_Frankfort_Ave,Louisville,KY,,-85.70275600000001,38.253079,,,,0.728
377,80-16-063564,2016,2016-07-29,Burglary,Pistol,Semi-Automatic,Kimber,Carry_Series,45C,BLOCK,11500 Block Frankfort Ave,1100_Larchmont_Ave,Louisville,KY,,-85.77873100000001,38.207215000000005,,,19.0,0.528
384,80-16-063564,2016,2016-07-29,Burglary,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,40C,BLOCK,11500 Block Frankfort Ave,11500_Frankfort_Ave,Louisville,KY,,-85.70275600000001,38.253079,,,,0.728
385,80-16-063564,2016,2016-07-29,Burglary,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,40C,BLOCK,11500 Block Frankfort Ave,1100_Larchmont_Ave,Louisville,KY,,-85.77873100000001,38.207215000000005,,,19.0,0.528
392,80-17-008478,2017,2017-01-29,Narcotics,Pistol,Semi-Automatic,Davis_Industries,P-380,380C,BLOCK,3300 Block Colonial Manor Cir,3300_Colonial_Manor_Cir,Louisville,KY,40218,-85.679588,38.202213,Black,M,18.0,0.74
393,80-17-008372,2017,2017-01-29,Wpns_Law_Violation,,,Smith_&_Wesson,Pistols:_M&P,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,,-85.761323,38.253961,Black,M,22.0,1.0
394,80-17-008386,2017,2017-01-29,Wpns_Law_Violation,,,Hipoint,Hi-Point,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,White,M,48.0,1.0
395,80-17-008545,2017,2017-01-29,Wpns_Law_Violation,,,Smith_&_Wesson,,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,33.0,1.0
397,80-17-008545,2017,2017-01-29,Wpns_Law_Violation,,,European_American_Arms_Corp.,,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,33.0,1.0
399,80-17-008491,2017,2017-01-29,Wpns_Law_Violation,Pistol,Revolver,,,32C,,S 22Nd St / W Broadway,,Louisville,KY,40211,,,White,M,40.0,
400,80-17-008352,2017,2017-01-28,All_Other_Offenses,Pistol,Semi-Automatic,"Keltec,_Cnc_Industries,_Inc",P-11,9MM,BLOCK,1500 Block Frankfort Ave,1500_Frankfort_Ave,Louisville,KY,40206,-85.70275600000001,38.253079,White,M,,0.728
401,80-17-008365,2017,2017-01-28,Wpns_Law_Violation,Pistol,Revolver,Ruger,,17C,BLOCK,6300 Block Commerce Park Ct,6300_Commerce_Park_Ct,Louisville,KY,40118,-85.773852,38.119049,,,,1.0
402,80-17-005503,2017,2017-01-28,Robbery,Pistol,Semi-Automatic,Hipoint,Jh-45,4570,,Bardstown Rd / Speed Ave,,Louisville,KY,40205,,,Black,M,21.0,
403,80-17-005503,2017,2017-01-28,Robbery,Pistol,Semi-Automatic,Sig-Sauer,P245,4570,,Bardstown Rd / Speed Ave,,Louisville,KY,40205,,,Black,M,21.0,
404,80-17-008282,2017,2017-01-28,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_22/22C_(4,40C,,Longfield Ave / Taylor Blvd,,Louisville,KY,40215,,,White,M,20.0,
405,80-17-008282,2017,2017-01-28,Wpns_Law_Violation,Pistol,Semi-Automatic,Sig-Sauer,Sp2022,9MM,,Longfield Ave / Taylor Blvd,,Louisville,KY,40215,,,White,M,20.0,
406,80-17-008030,2017,2017-01-27,Aggravated_Assault,Pistol,Semi-Automatic,"Glock,_Inc.",Model_19/19C_(9,9MM,,New Cut Rd / Taylor Blvd,,Louisville,KY,40214,,,Black,M,31.0,
407,80-17-007842,2017,2017-01-27,Wpns_Law_Violation,Pistol,Semi-Automatic,Taurus_International,,9MM,,S 8Th St / W Market St,,Louisville,KY,40202,,,Black,F,27.0,
408,80-17-007625,2017,2017-01-26,Aggravated_Assault,Pistol,Semi-Automatic,Sig-Sauer,P238,380C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,White,F,26.0,1.0
409,80-17-007773,2017,2017-01-26,Narcotics,Pistol,Semi-Automatic,Sig-Sauer,,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
410,80-17-007544,2017,2017-01-26,Wpns_Law_Violation,Pistol,Semi-Automatic,Cz_(Short_For_Ceska_Zbrojovka),,9MM,,Dixie Hwy / W Hill St,,Louisville,KY,40210,,,Black,M,29.0,
411,80-17-007485,2017,2017-01-25,Narcotics,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,40C,BLOCK,2000 Block Dixie Garden Dr,2000_Dixie_Garden_Dr,Louisville,KY,40272,-85.877134,38.101385,White,M,22.0,1.0
412,80-17-007236,2017,2017-01-25,Narcotics,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Xdm-40,40C,BLOCK,2200 Block Deercross Dr,2200_Deercross_Dr,Hurstbourne_Acres,KY,40220,-85.59496899999999,38.219437,White,M,27.0,0.528
414,80-17-007236,2017,2017-01-25,Narcotics,Shotgun,Single-Shot,Savage_Arms_Inc,311,12GA,BLOCK,2200 Block Deercross Dr,2200_Deercross_Dr,Hurstbourne_Acres,KY,40220,-85.59496899999999,38.219437,White,M,27.0,0.528
416,80-17-007537,2017,2017-01-25,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_19/19C_(9,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,19.0,1.0
417,80-17-007419,2017,2017-01-25,Narcotics,Pistol,Semi-Automatic,"Springfield_Armory,Geneseo,Il",Pistol:_Model_X,45C,,S 28Th St / W Muhammad Ali Blvd,,Louisville,KY,40212,,,White,M,53.0,
1643,80-17-006187,2017,2017-01-24,Aggravated_Assault,,,Taurus_International,,,BLOCK,1500 Block Frankfort Ave,1500_Frankfort_Ave,Louisville,KY,,-85.70275600000001,38.253079,Asian,M,21.0,0.728
1644,80-17-001054,2017,2017-01-24,Theft_Fr_Veh,,,Phoenix_Arms_Co.,Hp_Models,,BLOCK,5000 Block Graston Ave,5000_Graston_Ave,Louisville,KY,,-85.835719,38.169387,Black,M,20.0,1.0
1650,80-17-001054,2017,2017-01-24,Theft_Fr_Veh,,,Kimber,,,BLOCK,5000 Block Graston Ave,5000_Graston_Ave,Louisville,KY,,-85.835719,38.169387,Black,M,20.0,1.0
1656,80-17-001054,2017,2017-01-24,Theft_Fr_Veh,,,Smith_&_Wesson,,,BLOCK,5000 Block Graston Ave,5000_Graston_Ave,Louisville,KY,,-85.835719,38.169387,Black,M,20.0,1.0
1662,80-17-001054,2017,2017-01-24,Theft_Fr_Veh,,,"Keltec,_Cnc_Industries,_Inc",P-11,,BLOCK,5000 Block Graston Ave,5000_Graston_Ave,Louisville,KY,,-85.835719,38.169387,Black,M,20.0,1.0
1668,80-17-001054,2017,2017-01-24,Theft_Fr_Veh,,,Ruger,Handguns:_P_Ser,,BLOCK,5000 Block Graston Ave,5000_Graston_Ave,Louisville,KY,,-85.835719,38.169387,Black,M,20.0,1.0
1674,80-17-001054,2017,2017-01-24,Theft_Fr_Veh,,,Ruger,,,BLOCK,5000 Block Graston Ave,5000_Graston_Ave,Louisville,KY,,-85.835719,38.169387,Black,M,20.0,1.0
1680,80-17-006900,2017,2017-01-24,Wpns_Law_Violation,,,Harrington_&_Richardson,H_&_R_(Harringt,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
