,incident_number,year,recovery_date,ucr_category,firearm_category,firearm_subcategory,firearm_manufacturer,firearm_model,firearm_caliber,address_geocode_type,block_address,street_address,city,state,zipcode,longitude,latitude,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,confidence
22611,80-10-058715,2010,2010-07-30,Narcotics,Pistol,Semi-Automatic,Glock,,9MM,BLOCK,700 Block Camp St,700_Camp_St,Louisville,KY,40203,-85.743774,38.231153000000006,White,M,36.0,1.0
22614,80-10-058709,2010,2010-07-30,Wpns_Law_Violation,Shotgun,Pump_Action,Ranger,"Ranger_Arms,_In",12GA,,Wf - Orange Lot,,Louisville,KY,40202,,,Black,M,34.0,
22615,80-10-058709,2010,2010-07-30,Wpns_Law_Violation,Pistol,Semi-Automatic,Jimenez,0.38,380C,,Wf - Orange Lot,,Louisville,KY,40202,,,Black,M,34.0,
22760,80-10-057789,2010,2010-07-28,Wpns_Law_Violation,Pistol,Revolver,,,,BLOCK,400 Block S 10Th St,400_S_10th_St,Louisville,KY,40203,-85.76736600000001,38.254119,Black,M,18.0,1.0
22761,80-10-057956,2010,2010-07-28,Wpns_Law_Violation,Pistol,Semi-Automatic,Iberia_Firearms,Iberia_Firearms,40C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,31.0,1.0
22762,80-10-057850,2010,2010-07-28,Stolen_Property,Pistol,Revolver,Charter_Arms_Co,Undercover,38C,,E Broadway / S Campbell St,,Louisville,KY,40204,,,Black,M,54.0,
22763,80-10-057969,2010,2010-07-28,Wpns_Law_Violation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_29_(10Mm),10MM,,I65N At I264,,Louisville,KY,40213,,,Black,M,35.0,
22764,80-10-057715,2010,2010-07-27,Robbery,Pistol,Semi-Automatic,Beretta_(P._Or,948,22C,BLOCK,1800 Block Brownsboro Rd,1800_Brownsboro_Rd,Louisville,KY,40206,-85.716764,38.259837,White,M,53.0,1.0
22765,80-10-057633,2010,2010-07-27,Wpns_Law_Violation,Pistol,Semi-Automatic,Sr,P89,9MM,BLOCK,400 Block E Muhammad Ali Blvd,400_E_Muhammad_Ali_Blvd,Louisville,KY,40202,-85.752289,38.250827,Black,M,32.0,0.8909999999999999
22766,80-10-057695,2010,2010-07-27,Wpns_Law_Violation,Pistol,Semi-Automatic,Bryco,.380_Auto,380C,BLOCK,700 Block W Muhammad Ali Blvd,700_W_Muhammad_Ali_Blvd,Louisville,KY,40203,-85.764914,38.251728,Black,M,17.0,0.728
22767,80-10-057395,2010,2010-07-26,Narcotics,Rifle,Semi-Automatic,Hipoint,995,9MM,BLOCK,2000 Block Terril Ln,2000_Terril_Ln,Louisville,KY,40218,-85.67745500000001,38.205276,Black,M,20.0,0.528
22769,80-10-057395,2010,2010-07-26,Narcotics,Rifle,Semi-Automatic,,,762M,BLOCK,2000 Block Terril Ln,2000_Terril_Ln,Louisville,KY,40218,-85.67745500000001,38.205276,Black,M,20.0,0.528
22771,80-10-057339,2010,2010-07-26,Robbery,Pistol,Revolver,,,38C,BLOCK,2300 Block Douglass Blvd,2300_Douglass_Blvd,Louisville,KY,40205,-85.702309,38.221036,Black,M,17.0,0.528
22772,80-10-057394,2010,2010-07-26,Aggravated_Assault,Pistol,Semi-Automatic,Sig-Sauer,Pistol:_230_Ser,9MM,,Floyds Fork Park,,Louisville,KY,40299,,,White,M,41.0,
22773,80-10-057407,2010,2010-07-26,Wpns_Law_Violation,Pistol,Semi-Automatic,Skyy_Industries,,9MM,,S 45Th St / Hale Ave,,Louisville,KY,40211,,,Black,M,22.0,
22774,80-10-056606,2010,2010-07-24,Simple_Assault,Pistol,Semi-Automatic,Jimenez_Arms,Ja_Nine,9MM,BLOCK,13300 Block Krages Ave,13300_Krages_Ave,Louisville,KY,40272,-85.88215,38.063131,White,M,43.0,1.0
22775,80-10-056801,2010,2010-07-24,Wpns_Law_Violation,Pistol,Semi-Automatic,Bryco_Arms,J-22,22C,,Barrett Ln / Dixie Hwy,,Louisville,KY,40272,,,White,M,18.0,
22776,80-10-056632,2010,2010-07-24,Wpns_Law_Violation,Pistol,Semi-Automatic,Jimenez_Arms,,9MM,,S 30Th St / W Market St,,Louisville,KY,40212,,,Black,M,47.0,
22777,80-10-056577,2010,2010-07-23,Wpns_Law_Violation,Pistol,Semi-Automatic,Femaru,Smc-918,9MM,,Catalpa St / Dumesnil St,,Louisville,KY,40211,,,Black,M,27.0,
22778,80-10-056223,2010,2010-07-23,Narcotics,Pistol,Semi-Automatic,Davis_Industrie,,32C,,N 29Th St / Garfield Ave,,Louisville,KY,40212,,,White,M,23.0,
22779,80-10-055982,2010,2010-07-22,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,,9MM,BLOCK,2200 Block W Kentucky St,2200_W_Kentucky_St,Louisville,KY,40210,-85.789218,38.242535,Black,M,25.0,0.728
22780,80-10-055988,2010,2010-07-22,Intimidation,Pistol,Semi-Automatic,Taurus_Internat,Model_Pt92,9MM,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,F,,1.0
22781,80-10-055949,2010,2010-07-22,Robbery,Pistol,Semi-Automatic,Fie,,22C,,Wf - Great Lawn,,Louisville,KY,40202,,,Black,M,18.0,
22782,80-10-055541,2010,2010-07-20,Wpns_Law_Violation,Pistol,Semi-Automatic,Taurus_Internat,Model_Pt140,40C,BLOCK,900 Block W Whitney Ave,900_W_Whitney_Ave,Louisville,KY,40215,-85.774951,38.19368,Black,M,29.0,1.0
22783,80-10-055600,2010,2010-07-20,Aggravated_Assault,Pistol,Semi-Automatic,Taurus_Internat,Model_Pt22,22C,,S 25Th St / Burwell Ave,,Louisville,KY,40210,,,Black,M,20.0,
22784,80-10-055235,2010,2010-07-19,Aggravated_Assault,Pistol,Revolver,"Rexio,_S.R.L.",Pucara,38C,BLOCK,1200 Block Queen Ave,1200_Queen_Ave,Louisville,KY,40215,-85.780045,38.201648999999996,Black,M,51.0,1.0
22785,80-10-055015,2010,2010-07-19,Wpns_Law_Violation,Pistol,Semi-Automatic,Browning_Arms_C,,9MM,BLOCK,1500 Block Dumesnil St,1500_Dumesnil_St,Louisville,KY,40210,-85.789867,38.236713,Black,M,32.0,0.528
22786,80-10-055003,2010,2010-07-19,Wpns_Law_Violation,Pistol,Semi-Automatic,Davis_Industrie,P-380,380C,BLOCK,2500 Block Lindsay Ave,2500_Lindsay_Ave,Louisville,KY,40206,-85.704923,38.260912,Black,M,28.0,1.0
22787,80-10-054998,2010,2010-07-19,Wpns_Law_Violation,Pistol,Revolver,Criterion_Die_A,Cdm_(Criterion,22C,BLOCK,3300 Block Taylorsville Rd,3300_Taylorsville_Rd,Louisville,KY,40205,-85.659166,38.221995,Black,M,18.0,1.0
22789,80-10-054998,2010,2010-07-19,Wpns_Law_Violation,Pistol,Semi-Automatic,Bersa_S.A.,Thunder_380,380C,BLOCK,3300 Block Taylorsville Rd,3300_Taylorsville_Rd,Louisville,KY,40205,-85.659166,38.221995,Black,F,18.0,1.0
22791,80-10-054097,2010,2010-07-18,Aggravated_Assault,Rifle,Bolt_Action,Unknown_Manufac,Unknown,762M,BLOCK,2900 Block W Main St,2900_W_Main_St,Louisville,KY,40212,-85.79497099999999,38.260644,Black,M,29.0,0.728
22793,80-10-054097,2010,2010-07-18,Aggravated_Assault,Pistol,Semi-Automatic,Nighthawk_Custo,,45C,BLOCK,2900 Block W Main St,2900_W_Main_St,Louisville,KY,40212,-85.79497099999999,38.260644,Black,M,29.0,0.728
22795,80-10-054899,2010,2010-07-18,All_Other_Offenses,Pistol,Revolver,Unknown_Manufac,Unknown,38C,BLOCK,3100 Block Springfield Dr,3100_Springfield_Dr,Louisville,KY,40214,-85.815866,38.147504,Black,M,24.0,1.0
22796,80-10-054792,2010,2010-07-18,Wpns_Law_Violation,Rifle,Automatic,Romarm/Cugir,,762M,BLOCK,900 Block Dresden Ave,900_Dresden_Ave,Louisville,KY,40215,-85.774975,38.197445,White,M,27.0,1.0
22798,80-10-054792,2010,2010-07-18,Wpns_Law_Violation,Pistol,Semi-Automatic,Taurus_Internat,Model_Pt111,9MM,BLOCK,900 Block Dresden Ave,900_Dresden_Ave,Louisville,KY,40215,-85.774975,38.197445,White,M,27.0,1.0
22800,80-10-054783,2010,2010-07-18,Wpns_Law_Violation,Pistol,Semi-Automatic,Springfield_Arm,Pistol:_Model_X,40C,,S 3Rd St / W St Catherine St,,Louisville,KY,40203,,,Black,M,20.0,
22801,80-10-052770,2010,2010-07-16,Aggravated_Assault,Submachine_Gun,,S.W.D._Industri,Cobray_Firearms,9MM,BLOCK,1000 Block Charles St,1000_Charles_St,Louisville,KY,40204,-85.735605,38.229847,White,M,20.0,1.0
22806,80-10-052770,2010,2010-07-16,Aggravated_Assault,Pistol,Semi-Automatic,,,45C,BLOCK,1000 Block Charles St,1000_Charles_St,Louisville,KY,40204,-85.735605,38.229847,White,M,20.0,1.0
22811,80-10-052770,2010,2010-07-16,Aggravated_Assault,Rifle,Semi-Automatic,Century_Arms_In,,762M,BLOCK,1000 Block Charles St,1000_Charles_St,Louisville,KY,40204,-85.735605,38.229847,White,M,20.0,1.0
22816,80-10-052770,2010,2010-07-16,Aggravated_Assault,Pistol,Semi-Automatic,Sig-Sauer,Pistol:_226_Ser,9MM,BLOCK,1000 Block Charles St,1000_Charles_St,Louisville,KY,40204,-85.735605,38.229847,White,M,20.0,1.0
22821,80-10-052770,2010,2010-07-12,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,Jh-45,45C,BLOCK,1000 Block Charles St,1000_Charles_St,Louisville,KY,40204,-85.735605,38.229847,White,M,20.0,1.0
22826,80-10-054241,2010,2010-07-16,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,,40C,,N 27Th St / Portland Ave,,Louisville,KY,40212,,,White,M,24.0,
22827,80-10-053909,2010,2010-07-15,Wpns_Law_Violation,Pistol,Revolver,Colt,,22C,BLOCK,4300 Block Bishop Ln,4300_Bishop_Ln,Watterson_Park,KY,40218,-85.686474,38.192245,Black,M,24.0,0.528
22828,80-10-054183,2010,2010-07-15,Aggravated_Assault,Pistol,Revolver,C__Harter_Arms,Undercoverette,38C,BLOCK,5900 Block New Cut Rd,5900_New_Cut_Rd,Louisville,KY,40214,-85.775975,38.127783,White,M,17.0,1.0
22829,80-10-053891,2010,2010-07-14,Wpns_Law_Violation,Rifle,Semi-Automatic,"Keltec,_Cnc_Ind",Su-16,556M,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,32.0,1.0
22832,80-10-053891,2010,2010-07-14,Wpns_Law_Violation,Pistol,Semi-Automatic,Ruger,,,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,32.0,1.0
22835,80-10-053891,2010,2010-07-14,Wpns_Law_Violation,Shotgun,Pump_Action,Remington_Arms,,20GA,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,32.0,1.0
22838,80-10-053789,2010,2010-07-14,Wpns_Law_Violation,Pistol,Semi-Automatic,Jimenez_Arms,Ja_Nine,9MM,BLOCK,6200 Block Barley Ave,6200_Barley_Ave,Louisville,KY,40218,-85.645151,38.178948999999996,White,M,17.0,1.0
22839,80-10-053798,2010,2010-07-14,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,Js-9_Series,9MM,,Camden Ave / Powell Ave,,Louisville,KY,40215,,,Black,M,18.0,
22840,80-10-053268,2010,2010-07-13,Wpns_Law_Violation,,,Daisy_Rifle_Co,Daisy_(Heddon),,BLOCK,1000 Block S Brook St,1000_S_Brook_St,Louisville,KY,40203,-85.753447,38.238124,Black,M,18.0,1.0
22841,80-10-053440,2010,2010-07-13,Robbery,Pistol,Semi-Automatic,Jimenez_Arms,,9MM,,Naomi Dr / Poplar Level Rd,,Louisville,KY,40219,,,Hispanic,M,22.0,
22842,80-10-052685,2010,2010-07-11,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,Hi-Point,9MM,BLOCK,1200 Block E Broadway,1200_E_Broadway,Louisville,KY,40204,-85.729677,38.243778000000006,Black,M,27.0,1.0
22843,80-10-052905,2010,2010-07-11,Aggravated_Assault,Pistol,Semi-Automatic,Smith_&_Wesson,Pistols:_Sw99,9MM,BLOCK,7600 Block Pimlico Dr,7600_Pimlico_Dr,Louisville,KY,40214,-85.81039399999999,38.149516999999996,White,M,36.0,1.0
22844,80-10-052650,2010,2010-07-11,Fraud_Impersonation,Pistol,Semi-Automatic,"Glock,_Inc.",Model_27_(40_Sw,40C,,River Rd / Zorn Ave,,Louisville,KY,40207,,,White,M,66.0,
22845,80-10-052359,2010,2010-07-10,Wpns_Law_Violation,Pistol,Revolver,Smith_&_Wesson,,38C,BLOCK,600 Block W. Jefferson St,600_W._Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,,,,1.0
22846,80-10-052022,2010,2010-07-09,Narcotics,Shotgun,Pump_Action,American_Arms_&,Non_Listed,12GA,BLOCK,100 Block W Tenny Ave,100_W_Tenny_Ave,Louisville,KY,40214,-85.763475,38.176491999999996,White,M,18.0,1.0
22847,80-10-052280,2010,2010-07-09,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,C9,9MM,BLOCK,7200 Block Egypt Ln,7200_Egypt_Ln,Louisville,KY,40219,-85.68637,38.145638,Black,M,33.0,0.728
22848,80-10-052062,2010,2010-07-09,Wpns_Law_Violation,Pistol,Semi-Automatic,Titan,25_Cal,25C,,S 23Rd St / Bolling Ave,,Louisville,KY,40210,,,Black,M,26.0,
22849,80-10-051689,2010,2010-07-08,Robbery,Pistol,Semi-Automatic,Radom,Vis-35,9MM,BLOCK,100 Block S 25Th St,100_S_25th_St,Louisville,KY,40212,-85.79148,38.260307,Black,M,29.0,1.0
22851,80-10-051689,2010,2010-07-08,Robbery,Pistol,Semi-Automatic,Raven_Arms,Mp-25,25C,BLOCK,100 Block S 25Th St,100_S_25th_St,Louisville,KY,40212,-85.79148,38.260307,Black,M,29.0,1.0
22853,80-10-052019,2010,2010-07-08,Wpns_Law_Violation,Pistol,Semi-Automatic,Jennings_Firear,,380C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,29.0,1.0
22854,80-10-051203,2010,2010-07-06,Wpns_Law_Violation,Pistol,Semi-Automatic,Raven_Arms,Mp-25,25C,BLOCK,2100 Block Osage Ave,2100_Osage_Ave,Louisville,KY,40210,-85.788493,38.23903,Black,M,54.0,1.0
22855,80-10-051147,2010,2010-07-06,Wpns_Law_Violation,Pistol,Semi-Automatic,Bersa,Firestorm,380C,,S 24Th St / W Broadway,,Louisville,KY,40211,,,Black,M,20.0,
22856,80-10-050959,2010,2010-07-05,Wpns_Law_Violation,Shotgun,Pump_Action,Remington_Arms,Shotgun:_Model,12GA,BLOCK,1200 Block E Kentucky St,1200_E_Kentucky_St,Louisville,KY,40204,-85.729671,38.235628000000005,White,M,51.0,1.0
22859,80-10-050959,2010,2010-07-05,Wpns_Law_Violation,Shotgun,Single-Shot,New_England_Fir,Pardner_Series,20GA,BLOCK,1200 Block E Kentucky St,1200_E_Kentucky_St,Louisville,KY,40204,-85.729671,38.235628000000005,White,M,51.0,1.0
22862,80-10-050959,2010,2010-07-05,Wpns_Law_Violation,Rifle,Semi-Automatic,Remington_Arms,Rifle:_Model_12,222C,BLOCK,1200 Block E Kentucky St,1200_E_Kentucky_St,Louisville,KY,40204,-85.729671,38.235628000000005,White,M,51.0,1.0
22865,80-10-050669,2010,2010-07-04,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,Hi-Point,45C,BLOCK,900 Block Goss Ave,900_Goss_Ave,Louisville,KY,40217,-85.740135,38.230036,White,M,41.0,1.0
22866,80-10-050484,2010,2010-07-03,Stolen_Property,Pistol,Semi-Automatic,Hipoint,Cf-380,380C,BLOCK,1000 Block S Clay St,1000_S_Clay_St,Louisville,KY,40203,-85.743525,38.23448,Black,M,21.0,0.528
22867,80-10-050322,2010,2010-07-03,Wpns_Law_Violation,Shotgun,Pump_Action,,,20GA,BLOCK,5400 Block Riata Dr,5400_Riata_Dr,Louisville,KY,40218,-85.665258,38.168113,Black,M,24.0,0.528
22868,80-10-050291,2010,2010-07-03,Wpns_Law_Violation,Pistol,Semi-Automatic,,,25C,BLOCK,5600 Block Regal Dr,5600_Regal_Dr,Louisville,KY,40218,-85.66309,38.167984000000004,Black,M,24.0,1.0
22874,80-10-050291,2010,2010-07-03,Wpns_Law_Violation,Rifle,Semi-Automatic,,,762M,BLOCK,5600 Block Regal Dr,5600_Regal_Dr,Louisville,KY,40218,-85.66309,38.167984000000004,Black,M,24.0,1.0
22880,80-10-050291,2010,2010-07-03,Wpns_Law_Violation,Pistol,Semi-Automatic,,,9MM,BLOCK,5600 Block Regal Dr,5600_Regal_Dr,Louisville,KY,40218,-85.66309,38.167984000000004,Black,M,24.0,1.0
22886,80-10-050291,2010,2010-07-03,Wpns_Law_Violation,Shotgun,Pump_Action,,,12GA,BLOCK,5600 Block Regal Dr,5600_Regal_Dr,Louisville,KY,40218,-85.66309,38.167984000000004,Black,M,24.0,1.0
22892,80-10-050291,2010,2010-07-03,Wpns_Law_Violation,Shotgun,Pump_Action,Winchester,,12GA,BLOCK,5600 Block Regal Dr,5600_Regal_Dr,Louisville,KY,40218,-85.66309,38.167984000000004,Black,M,24.0,1.0
22898,80-10-050291,2010,2010-07-03,Wpns_Law_Violation,Rifle,Semi-Automatic,Remington_Arms,,3006,BLOCK,5600 Block Regal Dr,5600_Regal_Dr,Louisville,KY,40218,-85.66309,38.167984000000004,Black,M,24.0,1.0
22904,80-10-050222,2010,2010-07-02,Robbery,Pistol,Semi-Automatic,Hipoint,,9MM,BLOCK,1900 Block S 7Th St,1900_S_7th_St,Louisville,KY,40208,-85.776533,38.221153,,,,1.0
22905,80-10-050222,2010,2010-07-02,Robbery,Pistol,Semi-Automatic,Hipoint,,9MM,BLOCK,1900 Block S 7Th St,800_Barret_Ave,Louisville,KY,40208,-85.727871,38.236231,,M,23.0,0.728
22906,80-10-050222,2010,2010-07-02,Robbery,Pistol,Semi-Automatic,"Glock,_Inc.",Model_22/22C_(4,40C,BLOCK,800 Block Barret Ave,1900_S_7th_St,Louisville,KY,40204,-85.776533,38.221153,,M,23.0,1.0
22907,80-10-050222,2010,2010-07-02,Robbery,Pistol,Semi-Automatic,"Glock,_Inc.",Model_22/22C_(4,40C,BLOCK,800 Block Barret Ave,800_Barret_Ave,Louisville,KY,40204,-85.727871,38.236231,,M,23.0,0.728
22908,80-10-050009,2010,2010-07-02,Robbery,Rifle,Semi-Automatic,Hatsan_Arms_Co,None,762M,BLOCK,200 Block N 35Th St,200_N_35th_St,Louisville,KY,40212,-85.808307,38.263746000000005,,,,1.0
22909,80-10-049678,2010,2010-07-01,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,Mod_Jhp,45C,BLOCK,1600 Block Squires Dr,1600_Squires_Dr,Louisville,KY,40215,-85.788958,38.1739,Black,M,31.0,0.6629999999999999
22910,80-10-049961,2010,2010-07-01,Counterfeiting,Pistol,Revolver,Rg_Industries,Rg_14,22C,BLOCK,2900 Block S 4Th St,2900_S_4th_St,Louisville,KY,40208,-85.765472,38.207536,White,M,31.0,1.0
22911,80-10-049959,2010,2010-07-01,Aggravated_Assault,Pistol,Semi-Automatic,Beretta_(Indust,,32C,BLOCK,3100 Block Bank St,3100_Bank_St,Louisville,KY,40212,-85.799162,38.272028999999996,White,M,68.0,1.0
22912,80-10-049628,2010,2010-07-01,Wpns_Law_Violation,Pistol,Revolver,Smith_&_Wesson,Chief_Special,38C,BLOCK,3500 Block W Broadway,3500_W_Broadway,Louisville,KY,40211,-85.80999200000001,38.249753999999996,Black,M,21.0,1.0
22913,80-10-049641,2010,2010-07-01,Narcotics,Rifle,Semi-Automatic,Ruger,,556M,BLOCK,600 Block Roselane Ct,600_Roselane_Ct,Louisville,KY,40203,-85.785384,38.251874,Black,M,22.0,0.66
22916,80-10-049641,2010,2010-07-01,Narcotics,Pistol,Semi-Automatic,Taurus_Internat,Model_Pt-24/7,40C,BLOCK,600 Block Roselane Ct,600_Roselane_Ct,Louisville,KY,40203,-85.785384,38.251874,Black,M,22.0,0.66
22919,80-10-049641,2010,2010-07-01,Narcotics,Rifle,Semi-Automatic,Norinco,,762M,BLOCK,600 Block Roselane Ct,600_Roselane_Ct,Louisville,KY,40203,-85.785384,38.251874,Black,M,22.0,0.66
22922,80-10-049842,2010,2010-07-01,Wpns_Law_Violation,Pistol,Semi-Automatic,"Keltec,_Cnc_Ind",,380C,,Fern Valley Rd / Poplar Level Rd,,Louisville,KY,40228,,,Black,F,35.0,
22923,80-10-049665,2010,2010-06-30,Wpns_Law_Violation,Pistol,Revolver,Smith_&_Wesson,,38C,BLOCK,2600 Block W Broadway,2600_W_Broadway,Louisville,KY,40211,-85.795188,38.248998,Black,M,29.0,1.0
22924,80-10-049308,2010,2010-06-30,Narcotics,Pistol,Semi-Automatic,"Keltec,_Cnc_Ind",,9MM,BLOCK,5600 Block Lagoona Dr,5600_Lagoona_Dr,Louisville,KY,40219,-85.677155,38.169913,Black,F,29.0,1.0
22925,80-10-049012,2010,2010-06-29,Aggravated_Assault,Pistol,Revolver,Smith_&_Wesson,Revoler:_Model,38C,,16Th St / W. Market St,,Louisville,KY,40203,,,Black,M,22.0,
22926,80-10-049244,2010,2010-06-29,Counterfeiting,Rifle,Carbine,Romarm/Cugir,Sar-1,762M,BLOCK,18300 Block Bridgemore Ln,18300_Bridgemore_Ln,Louisville,KY,40245,-85.414377,38.248563,White,M,19.0,1.0
22927,80-10-049057,2010,2010-06-29,Burglary,Pistol,Semi-Automatic,Cobra_Enterpris,Ca_Series,380C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,34.0,1.0
22928,80-10-048831,2010,2010-06-29,Burglary,Pistol,Semi-Automatic,Hipoint,,9MM,BLOCK,9200 Block Camryn Ct,9200_Camryn_Ct,Louisville,KY,40272,-85.865711,38.121268,Black,M,27.0,1.0
22929,80-10-048202,2010,2010-06-26,Wpns_Law_Violation,Pistol,Semi-Automatic,,,380C,,I 64 West,,Louisville,KY,,,,Black,M,26.0,
22930,80-10-048274,2010,2010-06-26,Injured_Person_Report,Pistol,Semi-Automatic,,,22C,,S 26Th St / Hale Ave,,Louisville,KY,40210,,,Black,M,41.0,
22931,80-10-044497,2010,2010-06-24,Robbery,Pistol,Semi-Automatic,Jimenez_Arms,See_Bryco,9MM,BLOCK,5100 Block Crafty Dr,5100_Crafty_Dr,Louisville,KY,40213,-85.710931,38.174735999999996,Black,M,21.0,1.0
22932,80-10-047293,2010,2010-06-23,Stolen_Property,Pistol,Semi-Automatic,"Glock,_Inc.",Model_22/22C_(4,,BLOCK,300 Block N 24Th St,300_N_24th_St,Louisville,KY,40212,-85.787309,38.26705,,,,0.528
22933,80-10-047305,2010,2010-06-23,Narcotics,Pistol,Semi-Automatic,Hipoint,,9MM,BLOCK,3700 Block Falcon Crest Dr,3700_Falcon_Crest_Dr,Louisville,KY,40219,-85.692357,38.119690999999996,Black,M,21.0,1.0
22934,80-10-047241,2010,2010-06-23,Narcotics,Pistol,Semi-Automatic,"Glock,_Inc.",Model_23/23C_(4,10MM,BLOCK,4700 Block Fury Way,4700_Fury_Way,Louisville,KY,40258,-85.84283,38.138801,White,M,25.0,0.528
22935,80-10-047290,2010,2010-06-23,Narcotics,Pistol,Semi-Automatic,Taurus_Internat,,380C,BLOCK,7600 Block Aluma Ln,7600_Aluma_Ln,Louisville,KY,40214,-85.760421,38.132445000000004,White,F,21.0,0.528
22936,80-10-047515,2010,2010-06-23,Wpns_Law_Violation,Pistol,Semi-Automatic,Hipoint,,9MM,,S 23Rd St / Osage Ave,,Louisville,KY,40210,,,Black,M,16.0,
22937,80-10-046978,2010,2010-06-22,Wpns_Law_Violation,Pistol,Semi-Automatic,Intratec,,9MM,BLOCK,4900 Block Wabash Pl,4900_Wabash_Pl,Louisville,KY,40214,-85.75957700000001,38.176501,Black,M,36.0,1.0
22938,80-10-046639,2010,2010-06-21,Robbery,Pistol,Semi-Automatic,Stallard_Arms,,9MM,BLOCK,2700 Block Garland Ave,2700_Garland_Ave,Louisville,KY,40211,-85.797358,38.244544,,,,1.0
22939,80-10-046625,2010,2010-06-21,Wpns_Law_Violation,Pistol,Bolt_Action,Hipoint,Jc-40_Series,40C,,Grinstead Dr / Lexington Rd,,Louisville,KY,40206,,,Black,M,27.0,
22940,80-10-046636,2010,2010-06-21,Wpns_Law_Violation,Pistol,Semi-Automatic,"Fnh_Usa,_Llc",None,57,,Grinstead Dr / Lexington Rd,,Louisville,KY,40206,,,Black,M,32.0,
22941,80-10-046598,2010,2010-06-20,Aggravated_Assault,Pistol,Revolver,Rossi,,357C,BLOCK,5600 Block Ree Dr,5600_Ree_Dr,Louisville,KY,40216,-85.86061099999999,38.16427,Hispanic,M,39.0,1.0
22942,80-10-046347,2010,2010-06-19,Wpns_Law_Violation,Pistol,Revolver,Smith_&_Wesson,Revoler:_Model,32C,BLOCK,500 Block N 38Th St,500_N_38th_St,Louisville,KY,40212,-85.811789,38.264083,White,M,57.0,0.528
22943,80-10-046165,2010,2010-06-19,Simple_Assault,Pistol,Semi-Automatic,Colt,,9MM,,N 21St St / Dr W J Hodge St,,Louisville,KY,40203,,,Black,M,22.0,
22944,80-10-045942,2010,2010-06-18,Aggravated_Assault,Pistol,Semi-Automatic,"Glock,_Inc.",Model_23/23C_(4,40C,BLOCK,3600 Block River Park Dr,3600_River_Park_Dr,Louisville,KY,40211,-85.810754,38.254622999999995,White,M,36.0,1.0
22945,80-10-045877,2010,2010-06-18,Aggravated_Assault,Pistol,Revolver,Rossi_-_Amadeo,Garcia-Rossi,38C,BLOCK,4300 Block Naomi Dr,4300_Naomi_Dr,Louisville,KY,40219,-85.681117,38.164615000000005,Black,F,36.0,0.528
22946,80-10-045809,2010,2010-06-18,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,,40C,,Lampton St / S Preston St,,Louisville,KY,40203,,,Black,M,30.0,
22947,80-10-045484,2010,2010-06-17,Wpns_Law_Violation,Pistol,Semi-Automatic,Smith_&_Wesson,,40C,BLOCK,300 Block S. 3Rd St,300_S._3rd_St,Louisville,KY,40202,-85.75523100000001,38.252071,Black,M,28.0,0.516
22948,80-10-045659,2010,2010-06-17,Aggravated_Assault,Pistol,Revolver,Unknown_Manufac,None,38C,BLOCK,3400 Block Coventry Commons Dr,3400_Coventry_Commons_Dr,Louisville,KY,40216,-85.843896,38.194874,White,F,23.0,1.0
22949,80-10-045172,2010,2010-06-16,Intimidation,Rifle,Semi-Automatic,Armalite,M-15_A4_(Rifle/,556M,BLOCK,5600 Block Indian Oaks Cir,5600_Indian_Oaks_Cir,Louisville,KY,40219,-85.684999,38.168205,,,,1.0
22950,80-10-044338,2010,2010-06-16,Aggravated_Assault,Pistol,Semi-Automatic,Hipoint,Cf380,380C,BLOCK,600 Block W Jefferson St,600_W_Jefferson_St,Louisville,KY,40202,-85.761323,38.253961,Black,M,28.0,1.0
22951,80-10-045167,2010,2010-06-16,Simple_Assault,Pistol,Semi-Automatic,Sundance_Ind_In,Mod_A-25,25C,BLOCK,900 Block S 26Th St,900_S_26th_St,Louisville,KY,40210,-85.796134,38.236821,Black,M,20.0,0.528
