incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
80-14-025680,Wpns Law Violation,"Pistol, Revolver                                       ",Rossi - Amadeo Rossi & Co,None,38C,2014-04-13 00:00:00+00,INTERSECTION,S 3rd St / W Woodlawn Ave,Louisville,KY,40214,White,M,60,S 3rd St / W Woodlawn Ave Louisville KY 40214,1204607.75,251787.9375,-85.76621887,38.18156877,,LOJIC
80-16-102328,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Skyy Industries, Llc                                   ",,9MM,2016-12-01 00:00:00+00,INTERSECTION,S 3rd St / W Woodlawn Ave,Louisville,KY,40214,Black,M,21,S 3rd St / W Woodlawn Ave Louisville KY 40214,1204607.75,251787.9375,-85.76621887,38.18156877,,LOJIC
80-16-074788,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,,9MM,2016-09-01 00:00:00+00,INTERSECTION,S 3rd St / Winkler Ave,Louisville,KY,40208,Black,F,25,S 3rd St / Winkler Ave Louisville KY 40208,1205709.5,262177.875,-85.7629802,38.21014564,,LOJIC
80-11-001154,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Rg (with Number,22C,2011-01-05 00:00:00+00,INTERSECTION,S 3rd St / York St,Louisville,KY,40203,Black,M,19,S 3rd St / York St Louisville KY 40203,1207612.5,274491.1875,-85.75705923,38.24403927,,LOJIC
80-14-060201,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,,25C,2014-08-11 00:00:00+00,INTERSECTION,S 40th St / Grand Ave,Louisville,KY,40211,Black,M,19,S 40th St / Grand Ave Louisville KY 40211,1189960.75,274373.75,-85.81850544,38.24290758,,LOJIC
80-15-102508,Stolen Property,"Pistol, Semi-automatic                                 ",Sig-sauer,Pistol: 229 Ser,357C,2015-12-17 00:00:00+00,INTERSECTION,S 40th St / Grand Ave,Louisville,KY,40211,Black,M,25,S 40th St / Grand Ave Louisville KY 40211,1189960.75,274373.75,-85.81850544,38.24290758,,LOJIC
80-15-102508,Stolen Property,"Pistol, Semi-automatic                                 ",Sig-sauer,Pistol: 229 Ser,357C,2015-03-19 00:00:00+00,INTERSECTION,S 40th St / Grand Ave,Louisville,KY,40211,Black,M,24,S 40th St / Grand Ave Louisville KY 40211,1189960.75,274373.75,-85.81850544,38.24290758,,LOJIC
80-16-046619,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-11,9MM,2016-06-02 00:00:00+00,INTERSECTION,S 40th St / Grand Ave,Louisville,KY,40211,Black,M,25,S 40th St / Grand Ave Louisville KY 40211,1189960.75,274373.75,-85.81850544,38.24290758,,LOJIC
80-11-087321,Aggravated Assault,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2011-10-28 00:00:00+00,INTERSECTION,S 42nd St / W Broadway,Louisville,KY,40211,Black,M,27,S 42nd St / W Broadway Louisville KY 40211,,,,,,
80-16-046619,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-11,9MM,2016-06-02 00:00:00+00,INTERSECTION,S 40th St / Grand Ave,Louisville,KY,40211,Black,M,25,S 40th St / Grand Ave Louisville KY 40211,1189960.75,274373.75,-85.81850544,38.24290758,,LOJIC
80-12-063102,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2012-08-08 00:00:00+00,INTERSECTION,S 40th St / Greenwood Ave,Louisville,KY,40211,Black,M,17,S 40th St / Greenwood Ave Louisville KY 40211,1189982.75,274749.375,-85.81845113,38.24393993,,LOJIC
80-12-009387,Aggravated Assault,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-11,9MM,2012-02-04 00:00:00+00,INTERSECTION,S 40th St / River Park Dr,Louisville,KY,40211,Black,M,20,S 40th St / River Park Dr Louisville KY 40211,1190280.5,278987,-85.81766566,38.25558871,,LOJIC
80-11-008637,Wpns Law Violation,"Pistol, Revolver                                       ",Taurus Internat,Model Pt145,45C,2011-02-03 00:00:00+00,INTERSECTION,S 40th St / Vermont Ave,Louisville,KY,40211,Black,M,22,S 40th St / Vermont Ave Louisville KY 40211,1190549.75,279351.125,-85.8167497,38.25660103,,LOJIC
80-16-063778,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 23/23c (4,40C,2016-07-27 00:00:00+00,INTERSECTION,S 40th St / W Broadway,Louisville,KY,40211,Black,M,22,S 40th St / W Broadway Louisville KY 40211,,,,,,
80-15-102845,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt140,40C,2015-12-17 00:00:00+00,INTERSECTION,S 40th St / W Market St,Louisville,KY,40212,Black,M,24,S 40th St / W Market St Louisville KY 40212,1191143.625,281385.6875,-85.81480219,38.26221486,,LOJIC
80-15-102845,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt140,40C,2015-12-18 00:00:00+00,INTERSECTION,S 40th St / W Market St,Louisville,KY,40212,Black,M,24,S 40th St / W Market St Louisville KY 40212,1191143.625,281385.6875,-85.81480219,38.26221486,,LOJIC
80-15-102845,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt140,40C,2015-11-09 00:00:00+00,INTERSECTION,S 40th St / W Market St,Louisville,KY,40212,Black,M,24,S 40th St / W Market St Louisville KY 40212,1191143.625,281385.6875,-85.81480219,38.26221486,,LOJIC
80-12-079184,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Lorcin Engineer,,9MM,2012-10-05 00:00:00+00,INTERSECTION,S 40th St / W Market St,Louisville,KY,40212,Black,M,18,S 40th St / W Market St Louisville KY 40212,1191143.625,281385.6875,-85.81480219,38.26221486,,LOJIC
80-11-095790,Wpns Law Violation,"Pistol, Revolver                                       ",Titan Mfg. Corp,Titan Manufactu,38C,2011-11-26 00:00:00+00,INTERSECTION,S 40th St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,34,S 40th St / W Muhammad Ali Blvd Louisville KY 40212,1190620.25,279745.9375,-85.81652761,38.25768833,,LOJIC
80-14-022130,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 26 (9mm),9MM,2014-03-30 00:00:00+00,INTERSECTION,S 41st St / Doerhoefer Ave,Louisville,KY,40211,Black,M,18,S 41st St / Doerhoefer Ave Louisville KY 40211,,,,,,
80-13-008020,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt92,9MM,2013-02-02 00:00:00+00,INTERSECTION,S 41st St / Elliott Ave,Louisville,KY,40211,Black,M,23,S 41st St / Elliott Ave Louisville KY 40211,,,,,,
80-12-100493,Stolen Property,"Pistol, Semi-automatic                                 ",Cobra Enterprises Inc,Patroit,9MM,2012-12-19 00:00:00+00,INTERSECTION,S 41st St / Garland Ave,Louisville,KY,40211,Black,M,21,S 41st St / Garland Ave Louisville KY 40211,1189706.5,275785.5,-85.81947434,38.24677181,,LOJIC
80-11-000663,Aggravated Assault,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: 3913,9MM,2011-01-03 00:00:00+00,INTERSECTION,S 41st St / Greenwood Ave,Louisville,KY,40211,Black,M,16,S 41st St / Greenwood Ave Louisville KY 40211,1189612.5,274798.5625,-85.81974304,38.24405766,,LOJIC
80-11-000663,Aggravated Assault,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: 3913,9MM,2011-01-03 00:00:00+00,INTERSECTION,S 41st St / Greenwood Ave,Louisville,KY,40211,Black,M,16,S 41st St / Greenwood Ave Louisville KY 40211,1189612.5,274798.5625,-85.81974304,38.24405766,,LOJIC
80-16-029960,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",,22C,2016-04-10 00:00:00+00,INTERSECTION,S 41st St / Herman St,Louisville,KY,40212,Black,M,24,S 41st St / Herman St Louisville KY 40212,1190323.75,280766.375,-85.81762052,38.26047619,,LOJIC
80-11-001759,Aggravated Assault,"Pistol, Semi-automatic                                 ",Hipoint,C9,9MM,2011-01-07 00:00:00+00,INTERSECTION,S 41st St / Herman St,Louisville,KY,40212,Black,M,50,S 41st St / Herman St Louisville KY 40212,1190323.75,280766.375,-85.81762052,38.26047619,,LOJIC
80-15-097803,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Rigarmi/rigarms,,25C,2015-12-02 00:00:00+00,INTERSECTION,S 41st St / Larkwood Ave,Louisville,KY,40212,Black,M,20,S 41st St / Larkwood Ave Louisville KY 40212,1190111,280232.875,-85.81832973,38.25900147,,LOJIC
80-15-018133,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,Bersa,380C,2015-03-14 00:00:00+00,INTERSECTION,S 41st St / Larkwood Ave,Louisville,KY,40212,Black,M,27,S 41st St / Larkwood Ave Louisville KY 40212,1190111,280232.875,-85.81832973,38.25900147,,LOJIC
80-13-002184,Stolen Property,"Pistol, Revolver                                       ",Colt,,38C,2013-01-10 00:00:00+00,INTERSECTION,S 41st St / River Park Dr,Louisville,KY,40211,Black,M,35,S 41st St / River Park Dr Louisville KY 40211,1189891.5,279049.0625,-85.81902383,38.25574092,,LOJIC
80-15-010216,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",,9MM,2015-02-09 00:00:00+00,INTERSECTION,S 41st St / River Park Dr,Louisville,KY,40211,Black,M,14,S 41st St / River Park Dr Louisville KY 40211,1189891.5,279049.0625,-85.81902383,38.25574092,,LOJIC
80-12-047673,Intimidation,"Pistol, Semi-automatic                                 ",Bryco Arms,,22C,2012-06-16 00:00:00+00,INTERSECTION,S 41st St / Vermont Ave,Louisville,KY,40211,Black,M,20,S 41st St / Vermont Ave Louisville KY 40211,1189963.499,279444.2513,-85.81879657,38.25682932,,LOJIC
80-11-087321,Aggravated Assault,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2011-10-28 00:00:00+00,INTERSECTION,S 42nd St / W Broadway,Louisville,KY,40211,Black,M,27,S 42nd St / W Broadway Louisville KY 40211,,,,,,
80-11-085098,Wpns Law Violation,"Pistol, Derringer                                      ",Frontier,,22C,2011-10-21 00:00:00+00,INTERSECTION,S 41st St / Vermont Ave,Louisville,KY,40211,Black,M,34,S 41st St / Vermont Ave Louisville KY 40211,1189963.499,279444.2513,-85.81879657,38.25682932,,LOJIC
80-10-070912,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2010-09-09 00:00:00+00,INTERSECTION,S 41st St / Vermont Ave,Louisville,KY,40211,Black,M,50,S 41st St / Vermont Ave Louisville KY 40211,1189963.499,279444.2513,-85.81879657,38.25682932,,LOJIC
80-16-048811,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2016-06-08 00:00:00+00,INTERSECTION,S 41st St / Vermont Ave,Louisville,KY,40211,Black,M,31,S 41st St / Vermont Ave Louisville KY 40211,1189963.499,279444.2513,-85.81879657,38.25682932,,LOJIC
80-12-073895,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Phoenix Arms Co.,Hp Models,25C,2012-09-15 00:00:00+00,INTERSECTION,S 41st St / W Broadway,Louisville,KY,40211,Black,M,15,S 41st St / W Broadway Louisville KY 40211,,,,,,
80-12-073895,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Phoenix Arms Co.,Hp Models,25C,2012-09-15 00:00:00+00,INTERSECTION,S 41st St / W Broadway,Louisville,KY,40211,Black,M,15,S 41st St / W Broadway Louisville KY 40211,,,,,,
80-12-047361,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2012-06-15 00:00:00+00,INTERSECTION,S 41st St / W Broadway,Louisville,KY,40211,Black,M,33,S 41st St / W Broadway Louisville KY 40211,,,,,,
80-17-012576,Wpns Law Violation,"Pistol, Derringer                                      ",Cobra Enterprises Inc,,38C,2017-02-13 00:00:00+00,INTERSECTION,S 41st St / W Market St,Louisville,KY,40212,Black,M,45,S 41st St / W Market St Louisville KY 40212,1190622.375,281607,-85.81663044,38.26279817,,LOJIC
80-16-022644,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2016-03-17 00:00:00+00,INTERSECTION,S 41st St / W Market St,Louisville,KY,40212,Black,M,37,S 41st St / W Market St Louisville KY 40212,1190622.375,281607,-85.81663044,38.26279817,,LOJIC
80-12-099084,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,45C,2012-12-14 00:00:00+00,INTERSECTION,S 41st St / W Market St,Louisville,KY,40212,White,M,24,S 41st St / W Market St Louisville KY 40212,1190622.375,281607,-85.81663044,38.26279817,,LOJIC
80-16-054903,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 19/19c (9,9MM,2016-06-29 00:00:00+00,INTERSECTION,S 41st St / W Market St,Louisville,KY,40212,Black,M,21,S 41st St / W Market St Louisville KY 40212,1190622.375,281607,-85.81663044,38.26279817,,LOJIC
80-11-085420,Stolen Property,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2011-10-22 00:00:00+00,INTERSECTION,S 41st St / W Market St,Louisville,KY,40212,Black,M,25,S 41st St / W Market St Louisville KY 40212,1190622.375,281607,-85.81663044,38.26279817,,LOJIC
80-12-040373,Robbery,"Shotgun, Bolt Action                                   ","Remington Arms Co., Inc.                               ",,3006,2012-05-22 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,NULL,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-12-040373,Robbery,"Pistol, Revolver                                       ",Fie,,22C,2012-05-22 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,NULL,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-14-096259,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unique,,25C,2014-12-14 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,31,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-14-096259,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unique,,25C,2014-12-14 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,31,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-14-096259,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Rg Industries,Rg 26,25C,2014-12-14 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,31,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-14-096259,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Rg Industries,Rg 26,25C,2014-12-14 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,31,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-17-006167,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 27 (40 Sw,40C,2017-01-21 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,23,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-12-000971,Aggravated Assault,"Pistol, Semi-automatic                                 ",Ruger,,9MM,2012-01-04 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,24,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-12-000973,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Keltec,P11,9MM,2012-01-04 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,23,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-14-006568,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2014-01-26 00:00:00+00,INTERSECTION,S 41st St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,45,S 41st St / W Muhammad Ali Blvd Louisville KY 40212,1190037.251,279839.5625,-85.8185632,38.25791814,,LOJIC
80-11-085356,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Sw9ve,9MM,2011-10-21 00:00:00+00,INTERSECTION,S 42nd St / Larkwood Ave,Louisville,KY,40212,Black,M,20,S 42nd St / Larkwood Ave Louisville KY 40212,1189497.625,280330.6875,-85.82047139,38.25924132,,LOJIC
80-11-059059,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Lorcin,L380,380C,2011-07-27 00:00:00+00,INTERSECTION,S 42nd St / W Broadway,Louisville,KY,40211,White,M,NULL,S 42nd St / W Broadway Louisville KY 40211,,,,,,
80-16-107417,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Springfield (military Rifles),,9MM,2016-12-17 00:00:00+00,INTERSECTION,S 42nd St / W Broadway,Louisville,KY,40211,Black,M,18,S 42nd St / W Broadway Louisville KY 40211,,,,,,
80-16-041275,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jennings Firearms,,9MM,2016-05-15 00:00:00+00,INTERSECTION,S 42nd St / W Kentucky St,Louisville,KY,40211,Black,M,27,S 42nd St / W Kentucky St Louisville KY 40211,1188854.125,275406,-85.82241937,38.24568993,,LOJIC
80-15-096410,Wpns Law Violation,Null,,C-9,,2015-11-27 00:00:00+00,INTERSECTION,S 46th St / W Market St,Louisville,KY,40212,Black,M,24,S 46th St / W Market St Louisville KY 40212,1188385,282381.4688,-85.8244678,38.2648198,,LOJIC
80-11-089340,Intimidation,"Pistol, Revolver                                       ",,,22C,2011-11-04 00:00:00+00,INTERSECTION,S 42nd St / W Market St,Louisville,KY,40212,Black,M,16,S 42nd St / W Market St Louisville KY 40212,1190012.125,281815,-85.81876787,38.26334073,,LOJIC
80-11-089340,Intimidation,"Pistol, Semi-automatic                                 ",Davis Industrie,P-380,380C,2011-11-04 00:00:00+00,INTERSECTION,S 42nd St / W Market St,Louisville,KY,40212,Black,M,16,S 42nd St / W Market St Louisville KY 40212,1190012.125,281815,-85.81876787,38.26334073,,LOJIC
80-10-011529,Wpns Law Violation,"Pistol, Revolver                                       ",Omega Arms Inc.,Omega Iii,22C,2010-02-17 00:00:00+00,INTERSECTION,S 43rd St / Elliott Ave,Louisville,KY,40211,Black,M,19,S 43rd St / Elliott Ave Louisville KY 40211,,,,,,
80-16-075155,Family Offenses,"Pistol, Semi-automatic                                 ",Taurus International,709 Slim,9MM,2016-09-02 00:00:00+00,INTERSECTION,S 43rd St / Elliott Ave,Louisville,KY,40211,Black,M,24,S 43rd St / Elliott Ave Louisville KY 40211,,,,,,
80-11-007486,Aggravated Assault,"Rifle, Lever Action                                    ",Winchester,Rifles: Model 9,3220,2011-01-29 00:00:00+00,INTERSECTION,S 43rd St / Herman St,Louisville,KY,40212,White,F,60,S 43rd St / Herman St Louisville KY 40212,1189473.125,281164,-85.82060619,38.26152812,,LOJIC
80-11-007486,Aggravated Assault,"Rifle, Lever Action                                    ",Winchester,Rifles: Model 9,3220,2011-01-29 00:00:00+00,INTERSECTION,S 43rd St / Herman St,Louisville,KY,40212,White,F,60,S 43rd St / Herman St Louisville KY 40212,1189473.125,281164,-85.82060619,38.26152812,,LOJIC
80-11-007486,Aggravated Assault,"Pistol, Revolver                                       ",Harrington & Ri,732,32C,2011-01-29 00:00:00+00,INTERSECTION,S 43rd St / Herman St,Louisville,KY,40212,White,F,60,S 43rd St / Herman St Louisville KY 40212,1189473.125,281164,-85.82060619,38.26152812,,LOJIC
80-11-007486,Aggravated Assault,"Pistol, Revolver                                       ",Harrington & Ri,732,32C,2011-01-29 00:00:00+00,INTERSECTION,S 43rd St / Herman St,Louisville,KY,40212,White,F,60,S 43rd St / Herman St Louisville KY 40212,1189473.125,281164,-85.82060619,38.26152812,,LOJIC
80-11-057200,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2011-07-21 00:00:00+00,INTERSECTION,S 43rd St / Vermont Ave,Louisville,KY,40211,Black,M,28,S 43rd St / Vermont Ave Louisville KY 40211,1188996.5,279598.4375,-85.82217285,38.25720738,,LOJIC
80-16-068891,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: M&p,9MM,2016-08-13 00:00:00+00,INTERSECTION,S 43rd St / W Broadway,Louisville,KY,40211,Black,M,17,S 43rd St / W Broadway Louisville KY 40211,,,,,,
80-16-068891,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: M&p,9MM,2016-08-13 00:00:00+00,INTERSECTION,S 43rd St / W Broadway,Louisville,KY,40211,Black,M,17,S 43rd St / W Broadway Louisville KY 40211,,,,,,
80-11-022890,Aggravated Assault,"Pistol, Semi-automatic                                 ",Beretta (p. Or,21a,22C,2011-03-29 00:00:00+00,INTERSECTION,S 43rd St / W Main St,Louisville,KY,40212,Black,M,19,S 43rd St / W Main St Louisville KY 40212,1190038,282505.625,-85.81871873,38.26523813,,LOJIC
80-16-055968,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Sundance Ind Inc N Hollywood, Ca                       ",A-25,25C,2016-07-02 00:00:00+00,INTERSECTION,S 43rd St / W Main St,Louisville,KY,40212,Black,F,32,S 43rd St / W Main St Louisville KY 40212,1190038,282505.625,-85.81871873,38.26523813,,LOJIC
80-16-055968,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Sundance Ind Inc N Hollywood, Ca                       ",A-25,25C,2016-07-02 00:00:00+00,INTERSECTION,S 43rd St / W Main St,Louisville,KY,40212,Black,F,32,S 43rd St / W Main St Louisville KY 40212,1190038,282505.625,-85.81871873,38.26523813,,LOJIC
80-13-095533,Wpns Law Violation,Null,Beretta (p. Or Pietro),950 Bs,455C,2013-12-13 00:00:00+00,INTERSECTION,S 43rd St / W Market St,Louisville,KY,40212,Black,M,39,S 43rd St / W Market St Louisville KY 40212,1189731.25,281908,-85.81975149,38.26358293,,LOJIC
80-15-053798,Wpns Law Violation,Null,,Springfield,,2015-07-15 00:00:00+00,INTERSECTION,S 43rd St / W Muhammad Ali Blvd,Louisville,KY,40212,Black,M,25,S 43rd St / W Muhammad Ali Blvd Louisville KY 40212,1189070,279993.75,-85.82194042,38.2582962,,LOJIC
80-17-012324,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,22C,2017-02-12 00:00:00+00,INTERSECTION,S 44th St / Del Park Ter,Louisville,KY,40211,White,M,28,S 44th St / Del Park Ter Louisville KY 40211,,,,,,
80-14-063299,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,657,41C,2014-08-22 00:00:00+00,INTERSECTION,S 44th St / Elliott Ave,Louisville,KY,40211,Black,M,25,S 44th St / Elliott Ave Louisville KY 40211,,,,,,
80-11-062380,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Jhp,45C,2011-08-07 00:00:00+00,INTERSECTION,S 45th St / Greenwood Ave,Louisville,KY,40211,Black,M,19,S 45th St / Greenwood Ave Louisville KY 40211,1187348.5,275094.875,-85.82764264,38.244765,,LOJIC
80-10-057407,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Skyy Industries,,9MM,2010-07-26 00:00:00+00,INTERSECTION,S 45th St / Hale Ave,Louisville,KY,40211,Black,M,22,S 45th St / Hale Ave Louisville KY 40211,1187242.499,274092.25,-85.82795187,38.24200721,,LOJIC
80-16-090755,Narcotics,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",,9MM,2016-10-23 00:00:00+00,INTERSECTION,S 45th St / Varble Ave,Louisville,KY,40211,Black,M,27,S 45th St / Varble Ave Louisville KY 40211,1187527.625,276798.375,-85.82712058,38.24945056,,LOJIC
80-16-090755,Narcotics,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",,9MM,2016-10-23 00:00:00+00,INTERSECTION,S 45th St / Varble Ave,Louisville,KY,40211,Black,M,27,S 45th St / Varble Ave Louisville KY 40211,1187527.625,276798.375,-85.82712058,38.24945056,,LOJIC
80-15-088212,Wpns Law Violation,"Pistol, Revolver                                       ",,,38C,2015-10-30 00:00:00+00,INTERSECTION,S 45th St / W Broadway,Louisville,KY,40211,Black,M,26,S 45th St / W Broadway Louisville KY 40211,,,,,,
80-15-062377,Narcotics,Null,,"Sturm, Ruger & ",,2015-08-09 00:00:00+00,INTERSECTION,S 45th St / W Broadway,Louisville,KY,40211,Black,M,21,S 45th St / W Broadway Louisville KY 40211,,,,,,
80-13-067130,All Other Offenses,"Pistol, Semi-automatic                                 ",Jimenez Arms,,380C,2013-09-04 00:00:00+00,INTERSECTION,S 47th St / Varble Ave,Louisville,KY,40211,Null,NULL,NULL,S 47th St / Varble Ave Louisville KY 40211,1186276.25,276875.9063,-85.83148209,38.24960452,,LOJIC
80-13-067130,All Other Offenses,"Pistol, Semi-automatic                                 ",,,635M,2013-09-04 00:00:00+00,INTERSECTION,S 47th St / Varble Ave,Louisville,KY,40211,Null,NULL,NULL,S 47th St / Varble Ave Louisville KY 40211,1186276.25,276875.9063,-85.83148209,38.24960452,,LOJIC
80-16-081175,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,380C,2016-09-21 00:00:00+00,INTERSECTION,S 4th St / Central Ave,Louisville,KY,40208,White,M,21,S 4th St / Central Ave Louisville KY 40208,,,,,,
80-10-030394,Aggravated Assault,"Pistol, Semi-automatic                                 ",Jimenez Arms,,9MM,2010-04-26 00:00:00+00,INTERSECTION,S 4th St / Central Ave,Louisville,KY,40208,Black,M,20,S 4th St / Central Ave Louisville KY 40208,,,,,,
80-17-002726,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Millennium G2,9MM,2017-01-10 00:00:00+00,INTERSECTION,S 4th St / Central Ave,Louisville,KY,40208,Black,M,27,S 4th St / Central Ave Louisville KY 40208,,,,,,
80-14-031531,Stolen Property,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2014-05-06 00:00:00+00,INTERSECTION,S 4th St / Industry Rd,Louisville,KY,40208,Null,M,NULL,S 4th St / Industry Rd Louisville KY 40208,1205428.75,263536.8125,-85.7640349,38.21386413,,LOJIC
80-14-031531,Stolen Property,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2014-05-06 00:00:00+00,INTERSECTION,S 4th St / Industry Rd,Louisville,KY,40208,Null,M,NULL,S 4th St / Industry Rd Louisville KY 40208,1205428.75,263536.8125,-85.7640349,38.21386413,,LOJIC
80-14-031531,Stolen Property,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2014-05-04 00:00:00+00,INTERSECTION,S 4th St / Industry Rd,Louisville,KY,40208,Null,M,NULL,S 4th St / Industry Rd Louisville KY 40208,1205428.75,263536.8125,-85.7640349,38.21386413,,LOJIC
80-11-052086,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Js-9 Series,9MM,2011-07-05 00:00:00+00,INTERSECTION,S 4th St / Industry Rd,Louisville,KY,40208,White,F,27,S 4th St / Industry Rd Louisville KY 40208,1205428.75,263536.8125,-85.7640349,38.21386413,,LOJIC
